as_of,ticker,sector,weight,ann_return_sample,vol_sample
2020-08-31,AXON,DEFENSE,0.02846129118651529,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2020-08-31,AVAV,DEFENSE,0.0017716133740114583,"Ticker
AVAV    0.247544
dtype: float64","Ticker
AVAV    0.524691
dtype: float64"
2020-08-31,ROK,INDUSTRIALS,0.008920294637894885,"Ticker
ROK    0.097973
dtype: float64","Ticker
ROK    0.311489
dtype: float64"
2020-08-31,XYL,INDUSTRIALS,0.007855882261785251,"Ticker
XYL    0.135729
dtype: float64","Ticker
XYL    0.26118
dtype: float64"
2020-08-31,IEX,INDUSTRIALS,0.017279632326655525,"Ticker
IEX    0.00007
dtype: float64","Ticker
IEX    0.240761
dtype: float64"
2020-08-31,DOV,INDUSTRIALS,0.006674691539756622,"Ticker
DOV    0.110753
dtype: float64","Ticker
DOV    0.24277
dtype: float64"
2020-08-31,ALLE,INDUSTRIALS,0.005213803286937212,"Ticker
ALLE    0.119645
dtype: float64","Ticker
ALLE    0.264954
dtype: float64"
2020-08-31,AME,INDUSTRIALS,0.00751566020426728,"Ticker
AME    0.131255
dtype: float64","Ticker
AME    0.217337
dtype: float64"
2020-08-31,LECO,INDUSTRIALS,0.011097419758909127,"Ticker
LECO    0.21408
dtype: float64","Ticker
LECO    0.262663
dtype: float64"
2020-08-31,PNR,INDUSTRIALS,0.015613995454209282,"Ticker
PNR    0.199863
dtype: float64","Ticker
PNR    0.283657
dtype: float64"
2020-08-31,ITT,INDUSTRIALS,0.0018642741983389444,"Ticker
ITT    0.229731
dtype: float64","Ticker
ITT    0.288594
dtype: float64"
2020-08-31,YETI,CONSUMER_DISCRETIONARY,0.03348813065910433,"Ticker
YETI   -0.074105
dtype: float64","Ticker
YETI    0.50059
dtype: float64"
2020-08-31,CROX,CONSUMER_DISCRETIONARY,0.0015300369699332483,"Ticker
CROX    0.158313
dtype: float64","Ticker
CROX    0.556687
dtype: float64"
2020-08-31,DKS,CONSUMER_DISCRETIONARY,0.017600122532707582,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2020-08-31,RH,CONSUMER_DISCRETIONARY,0.009607432133522336,"Ticker
RH   -0.057877
dtype: float64","Ticker
RH    0.599531
dtype: float64"
2020-08-31,DECK,CONSUMER_DISCRETIONARY,0.027723950865058525,"Ticker
DECK    0.23937
dtype: float64","Ticker
DECK    0.426866
dtype: float64"
2020-08-31,SKX,CONSUMER_DISCRETIONARY,0.00444664833345688,"Ticker
SKX    0.163586
dtype: float64","Ticker
SKX    0.398741
dtype: float64"
2020-08-31,COLM,CONSUMER_DISCRETIONARY,0.009708418644854529,"Ticker
COLM   -0.068556
dtype: float64","Ticker
COLM    0.326117
dtype: float64"
2020-08-31,MKC,CONSUMER_STAPLES,0.028454306322307176,"Ticker
MKC   -0.053936
dtype: float64","Ticker
MKC    0.227252
dtype: float64"
2020-08-31,HRL,CONSUMER_STAPLES,0.034364986197598,"Ticker
HRL   -0.09012
dtype: float64","Ticker
HRL    0.222784
dtype: float64"
2020-08-31,CPB,CONSUMER_STAPLES,0.028390265663278784,"Ticker
CPB   -0.060124
dtype: float64","Ticker
CPB    0.229926
dtype: float64"
2020-08-31,CAG,CONSUMER_STAPLES,0.01011015164845916,"Ticker
CAG   -0.090587
dtype: float64","Ticker
CAG    0.221318
dtype: float64"
2020-08-31,SJM,CONSUMER_STAPLES,0.004758007722358356,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2020-08-31,CHD,CONSUMER_STAPLES,0.027068002872095046,"Ticker
CHD    0.004708
dtype: float64","Ticker
CHD    0.200844
dtype: float64"
2020-08-31,CLX,CONSUMER_STAPLES,0.04268134087127232,"Ticker
CLX   -0.089311
dtype: float64","Ticker
CLX    0.254725
dtype: float64"
2020-08-31,KMB,CONSUMER_STAPLES,0.02077059144264948,"Ticker
KMB    0.000848
dtype: float64","Ticker
KMB    0.18668
dtype: float64"
2020-08-31,GIS,CONSUMER_STAPLES,0.02631393578364452,"Ticker
GIS   -0.017836
dtype: float64","Ticker
GIS    0.204798
dtype: float64"
2020-08-31,MTB,FINANCIALS,0.006718733101345505,"Ticker
MTB    0.160556
dtype: float64","Ticker
MTB    0.346238
dtype: float64"
2020-08-31,PNC,FINANCIALS,0.00478435972693763,"Ticker
PNC    0.158364
dtype: float64","Ticker
PNC    0.287035
dtype: float64"
2020-08-31,KEY,FINANCIALS,0.004716035223711835,"Ticker
KEY    0.131743
dtype: float64","Ticker
KEY    0.406408
dtype: float64"
2020-08-31,TROW,FINANCIALS,0.0027013242556076958,"Ticker
TROW   -0.009148
dtype: float64","Ticker
TROW    0.307367
dtype: float64"
2020-08-31,IVZ,FINANCIALS,0.011950418520761775,"Ticker
IVZ    0.198614
dtype: float64","Ticker
IVZ    0.382373
dtype: float64"
2020-08-31,RJF,FINANCIALS,0.0009408508449547806,"Ticker
RJF    0.286353
dtype: float64","Ticker
RJF    0.285538
dtype: float64"
2020-08-31,NEE,UTILITIES,0.01919003623920725,"Ticker
NEE    0.038251
dtype: float64","Ticker
NEE    0.272817
dtype: float64"
2020-08-31,DUK,UTILITIES,0.007337784881339033,"Ticker
DUK    0.125995
dtype: float64","Ticker
DUK    0.185594
dtype: float64"
2020-08-31,SO,UTILITIES,0.008436059302502349,"Ticker
SO    0.161561
dtype: float64","Ticker
SO    0.189358
dtype: float64"
2020-08-31,SRE,UTILITIES,0.0006396473268441092,"Ticker
SRE    0.080924
dtype: float64","Ticker
SRE    0.232915
dtype: float64"
2020-08-31,XEL,UTILITIES,0.013547171546444749,"Ticker
XEL    0.036885
dtype: float64","Ticker
XEL    0.210001
dtype: float64"
2020-08-31,WEC,UTILITIES,0.014182354155700403,"Ticker
WEC    0.066018
dtype: float64","Ticker
WEC    0.197577
dtype: float64"
2020-08-31,APD,MATERIALS,0.009751824411112674,"Ticker
APD    0.024946
dtype: float64","Ticker
APD    0.262719
dtype: float64"
2020-08-31,ECL,MATERIALS,0.010973282837572571,"Ticker
ECL    0.087874
dtype: float64","Ticker
ECL    0.245122
dtype: float64"
2020-08-31,NEM,MATERIALS,0.008637067587419535,"Ticker
NEM    0.03605
dtype: float64","Ticker
NEM    0.345062
dtype: float64"
2020-08-31,VMC,MATERIALS,0.027342580169284023,"Ticker
VMC    0.186418
dtype: float64","Ticker
VMC    0.26907
dtype: float64"
2020-08-31,MLM,MATERIALS,0.01025280445231832,"Ticker
MLM    0.239425
dtype: float64","Ticker
MLM    0.277983
dtype: float64"
2020-09-30,NBIX,PHARMA,0.022987582993313372,"Ticker
NBIX    0.026498
dtype: float64","Ticker
NBIX    0.352501
dtype: float64"
2020-09-30,TECH,PHARMA,0.05545689543789522,"Ticker
TECH   -0.0363
dtype: float64","Ticker
TECH    0.37036
dtype: float64"
2020-09-30,SM,ENERGY,0.020227118398254,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2020-09-30,EQT,ENERGY,0.054943375909824475,"Ticker
EQT    0.269255
dtype: float64","Ticker
EQT    0.467437
dtype: float64"
2020-09-30,BWXT,DEFENSE,0.002456932155886061,"Ticker
BWXT    0.260323
dtype: float64","Ticker
BWXT    0.294112
dtype: float64"
2020-09-30,MRCY,DEFENSE,0.005142721204227029,"Ticker
MRCY   -0.030587
dtype: float64","Ticker
MRCY    0.438757
dtype: float64"
2020-09-30,DKS,CONSUMER_DISCRETIONARY,0.02656847824141128,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2020-09-30,RH,CONSUMER_DISCRETIONARY,0.09064128313377266,"Ticker
RH   -0.057877
dtype: float64","Ticker
RH    0.599531
dtype: float64"
2020-09-30,DECK,CONSUMER_DISCRETIONARY,0.03394861426046691,"Ticker
DECK    0.23937
dtype: float64","Ticker
DECK    0.426866
dtype: float64"
2020-09-30,COLM,CONSUMER_DISCRETIONARY,0.03749701321855109,"Ticker
COLM   -0.068556
dtype: float64","Ticker
COLM    0.326117
dtype: float64"
2020-09-30,HRL,CONSUMER_STAPLES,0.2266475936358022,"Ticker
HRL   -0.09012
dtype: float64","Ticker
HRL    0.222784
dtype: float64"
2020-09-30,SJM,CONSUMER_STAPLES,0.08319732941670203,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2020-09-30,CLX,CONSUMER_STAPLES,0.06976247769458829,"Ticker
CLX   -0.089311
dtype: float64","Ticker
CLX    0.254725
dtype: float64"
2020-09-30,NEE,UTILITIES,0.029332634812766475,"Ticker
NEE    0.038251
dtype: float64","Ticker
NEE    0.272817
dtype: float64"
2020-09-30,SO,UTILITIES,0.24118994948653857,"Ticker
SO    0.161561
dtype: float64","Ticker
SO    0.189358
dtype: float64"
2020-10-31,NBIX,PHARMA,0.03269282074835495,"Ticker
NBIX    0.026498
dtype: float64","Ticker
NBIX    0.352501
dtype: float64"
2020-10-31,INSM,PHARMA,0.015058571011268193,"Ticker
INSM    0.358294
dtype: float64","Ticker
INSM    0.73158
dtype: float64"
2020-10-31,SM,ENERGY,0.003052014176775772,"Ticker
SM    0.563052
dtype: float64","Ticker
SM    0.676002
dtype: float64"
2020-10-31,TDG,DEFENSE,0.0068389728854185965,"Ticker
TDG    0.262196
dtype: float64","Ticker
TDG    0.287537
dtype: float64"
2020-10-31,MRCY,DEFENSE,0.024914112884293328,"Ticker
MRCY   -0.030587
dtype: float64","Ticker
MRCY    0.438757
dtype: float64"
2020-10-31,XYL,INDUSTRIALS,0.07039123654303477,"Ticker
XYL    0.135729
dtype: float64","Ticker
XYL    0.26118
dtype: float64"
2020-10-31,DKS,CONSUMER_DISCRETIONARY,0.015677784788207194,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2020-10-31,RH,CONSUMER_DISCRETIONARY,0.052123689940930716,"Ticker
RH   -0.057877
dtype: float64","Ticker
RH    0.599531
dtype: float64"
2020-10-31,TPR,CONSUMER_DISCRETIONARY,0.0121470114633787,"Ticker
TPR    0.484475
dtype: float64","Ticker
TPR    0.412307
dtype: float64"
2020-10-31,HRL,CONSUMER_STAPLES,0.1829959961451746,"Ticker
HRL   -0.09012
dtype: float64","Ticker
HRL    0.222784
dtype: float64"
2020-10-31,SJM,CONSUMER_STAPLES,0.07622909553717315,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2020-10-31,CLX,CONSUMER_STAPLES,0.081955096594142,"Ticker
CLX   -0.089311
dtype: float64","Ticker
CLX    0.254725
dtype: float64"
2020-10-31,KMB,CONSUMER_STAPLES,0.159626773154814,"Ticker
KMB    0.000848
dtype: float64","Ticker
KMB    0.18668
dtype: float64"
2020-10-31,SO,UTILITIES,0.15197953703582118,"Ticker
SO    0.161561
dtype: float64","Ticker
SO    0.189358
dtype: float64"
2020-10-31,AEP,UTILITIES,0.051709765031057925,"Ticker
AEP    0.106617
dtype: float64","Ticker
AEP    0.199842
dtype: float64"
2020-10-31,WEC,UTILITIES,0.053352312475798205,"Ticker
WEC    0.066018
dtype: float64","Ticker
WEC    0.197577
dtype: float64"
2020-10-31,CF,MATERIALS,0.00925520958435693,"Ticker
CF    0.229464
dtype: float64","Ticker
CF    0.374421
dtype: float64"
2020-11-30,NBIX,PHARMA,0.05113308630788839,"Ticker
NBIX    0.026498
dtype: float64","Ticker
NBIX    0.352501
dtype: float64"
2020-11-30,INSM,PHARMA,0.03076471634107278,"Ticker
INSM    0.358294
dtype: float64","Ticker
INSM    0.73158
dtype: float64"
2020-11-30,VRTX,PHARMA,0.001288607419209462,"Ticker
VRTX    0.075121
dtype: float64","Ticker
VRTX    0.301151
dtype: float64"
2020-11-30,TDG,DEFENSE,0.034406378984322965,"Ticker
TDG    0.262196
dtype: float64","Ticker
TDG    0.287537
dtype: float64"
2020-11-30,BWXT,DEFENSE,0.02202725807952935,"Ticker
BWXT    0.260323
dtype: float64","Ticker
BWXT    0.294112
dtype: float64"
2020-11-30,MRCY,DEFENSE,0.0092047796128764,"Ticker
MRCY   -0.030587
dtype: float64","Ticker
MRCY    0.438757
dtype: float64"
2020-11-30,AXON,DEFENSE,0.03517871145937001,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2020-11-30,XYL,INDUSTRIALS,0.005587285229974185,"Ticker
XYL    0.135729
dtype: float64","Ticker
XYL    0.26118
dtype: float64"
2020-11-30,DKS,CONSUMER_DISCRETIONARY,0.03941597274684944,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2020-11-30,RH,CONSUMER_DISCRETIONARY,0.027175631791187822,"Ticker
RH   -0.057877
dtype: float64","Ticker
RH    0.599531
dtype: float64"
2020-11-30,SKX,CONSUMER_DISCRETIONARY,0.010601715155052637,"Ticker
SKX    0.163586
dtype: float64","Ticker
SKX    0.398741
dtype: float64"
2020-11-30,HRL,CONSUMER_STAPLES,0.11658930271012541,"Ticker
HRL   -0.09012
dtype: float64","Ticker
HRL    0.222784
dtype: float64"
2020-11-30,SJM,CONSUMER_STAPLES,0.005173015892275489,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2020-11-30,CHD,CONSUMER_STAPLES,0.047741175883033046,"Ticker
CHD    0.004708
dtype: float64","Ticker
CHD    0.200844
dtype: float64"
2020-11-30,CLX,CONSUMER_STAPLES,0.088094502852304,"Ticker
CLX   -0.089311
dtype: float64","Ticker
CLX    0.254725
dtype: float64"
2020-11-30,KMB,CONSUMER_STAPLES,0.14269123329636835,"Ticker
KMB    0.000848
dtype: float64","Ticker
KMB    0.18668
dtype: float64"
2020-11-30,GIS,CONSUMER_STAPLES,0.006797003512345112,"Ticker
GIS   -0.017836
dtype: float64","Ticker
GIS    0.204798
dtype: float64"
2020-11-30,PNC,FINANCIALS,0.05400310448343161,"Ticker
PNC    0.158364
dtype: float64","Ticker
PNC    0.287035
dtype: float64"
2020-11-30,SO,UTILITIES,0.12478941852863001,"Ticker
SO    0.161561
dtype: float64","Ticker
SO    0.189358
dtype: float64"
2020-11-30,AEP,UTILITIES,0.14643401769957043,"Ticker
AEP    0.106617
dtype: float64","Ticker
AEP    0.199842
dtype: float64"
2020-11-30,MOS,MATERIALS,0.0009030820145830372,"Ticker
MOS    0.149102
dtype: float64","Ticker
MOS    0.42673
dtype: float64"
2020-12-31,NBIX,PHARMA,0.05545520909001812,"Ticker
NBIX    0.026498
dtype: float64","Ticker
NBIX    0.352501
dtype: float64"
2020-12-31,INSM,PHARMA,0.014426097284831785,"Ticker
INSM    0.358294
dtype: float64","Ticker
INSM    0.73158
dtype: float64"
2020-12-31,VRTX,PHARMA,0.0007716866494915411,"Ticker
VRTX    0.075121
dtype: float64","Ticker
VRTX    0.301151
dtype: float64"
2020-12-31,CTRA,ENERGY,0.009387389061654181,"Ticker
CTRA    0.090614
dtype: float64","Ticker
CTRA    0.352706
dtype: float64"
2020-12-31,TDG,DEFENSE,0.008667296981660123,"Ticker
TDG    0.262196
dtype: float64","Ticker
TDG    0.287537
dtype: float64"
2020-12-31,BWXT,DEFENSE,0.040979447617510274,"Ticker
BWXT    0.260323
dtype: float64","Ticker
BWXT    0.294112
dtype: float64"
2020-12-31,AXON,DEFENSE,0.03481116139338492,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2020-12-31,DKS,CONSUMER_DISCRETIONARY,0.04037412509704661,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2020-12-31,RH,CONSUMER_DISCRETIONARY,0.022792996536089162,"Ticker
RH   -0.057877
dtype: float64","Ticker
RH    0.599531
dtype: float64"
2020-12-31,SKX,CONSUMER_DISCRETIONARY,0.016734119840148644,"Ticker
SKX    0.163586
dtype: float64","Ticker
SKX    0.398741
dtype: float64"
2020-12-31,HRL,CONSUMER_STAPLES,0.0905657232536423,"Ticker
HRL   -0.09012
dtype: float64","Ticker
HRL    0.222784
dtype: float64"
2020-12-31,SJM,CONSUMER_STAPLES,0.0068245908063813135,"Ticker
SJM    0.028171
dtype: float64","Ticker
SJM    0.234754
dtype: float64"
2020-12-31,CHD,CONSUMER_STAPLES,0.0802338527841524,"Ticker
CHD    0.004708
dtype: float64","Ticker
CHD    0.200844
dtype: float64"
2020-12-31,CLX,CONSUMER_STAPLES,0.10869325514743125,"Ticker
CLX   -0.089311
dtype: float64","Ticker
CLX    0.254725
dtype: float64"
2020-12-31,KMB,CONSUMER_STAPLES,0.1464175820707036,"Ticker
KMB    0.000848
dtype: float64","Ticker
KMB    0.18668
dtype: float64"
2020-12-31,PNC,FINANCIALS,0.0773887778472888,"Ticker
PNC    0.158364
dtype: float64","Ticker
PNC    0.287035
dtype: float64"
2020-12-31,SO,UTILITIES,0.17616330026451268,"Ticker
SO    0.161561
dtype: float64","Ticker
SO    0.189358
dtype: float64"
2020-12-31,AEP,UTILITIES,0.06349885002694643,"Ticker
AEP    0.106617
dtype: float64","Ticker
AEP    0.199842
dtype: float64"
2020-12-31,WEC,UTILITIES,0.005814538247105989,"Ticker
WEC    0.066018
dtype: float64","Ticker
WEC    0.197577
dtype: float64"
2021-01-31,KEYS,TECH,0.0032948891712296416,"Ticker
KEYS    0.097949
dtype: float64","Ticker
KEYS    0.30031
dtype: float64"
2021-01-31,NTNX,TECH,0.0046805007964191535,"Ticker
NTNX    0.26669
dtype: float64","Ticker
NTNX    0.503963
dtype: float64"
2021-01-31,NBIX,PHARMA,0.05171528050689742,"Ticker
NBIX    0.026498
dtype: float64","Ticker
NBIX    0.352501
dtype: float64"
2021-01-31,TECH,PHARMA,0.012184462377010229,"Ticker
TECH   -0.0363
dtype: float64","Ticker
TECH    0.37036
dtype: float64"
2021-01-31,INSM,PHARMA,0.005338758769626119,"Ticker
INSM    0.358294
dtype: float64","Ticker
INSM    0.73158
dtype: float64"
2021-01-31,VRTX,PHARMA,0.0029317032562330646,"Ticker
VRTX    0.075121
dtype: float64","Ticker
VRTX    0.301151
dtype: float64"
2021-01-31,CTRA,ENERGY,0.03819901524960725,"Ticker
CTRA    0.090614
dtype: float64","Ticker
CTRA    0.352706
dtype: float64"
2021-01-31,TDG,DEFENSE,0.07597012601366493,"Ticker
TDG    0.262196
dtype: float64","Ticker
TDG    0.287537
dtype: float64"
2021-01-31,DKS,CONSUMER_DISCRETIONARY,0.031566338701449405,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-01-31,RH,CONSUMER_DISCRETIONARY,0.025562194445146173,"Ticker
RH   -0.057877
dtype: float64","Ticker
RH    0.599531
dtype: float64"
2021-01-31,SKX,CONSUMER_DISCRETIONARY,0.004882893235343171,"Ticker
SKX    0.163586
dtype: float64","Ticker
SKX    0.398741
dtype: float64"
2021-01-31,HRL,CONSUMER_STAPLES,0.0542920328598388,"Ticker
HRL   -0.09012
dtype: float64","Ticker
HRL    0.222784
dtype: float64"
2021-01-31,CHD,CONSUMER_STAPLES,0.10766209796625678,"Ticker
CHD    0.004708
dtype: float64","Ticker
CHD    0.200844
dtype: float64"
2021-01-31,CLX,CONSUMER_STAPLES,0.08910453392317487,"Ticker
CLX   -0.089311
dtype: float64","Ticker
CLX    0.254725
dtype: float64"
2021-01-31,KMB,CONSUMER_STAPLES,0.1341047655866585,"Ticker
KMB    0.000848
dtype: float64","Ticker
KMB    0.18668
dtype: float64"
2021-01-31,GIS,CONSUMER_STAPLES,0.04716787896874134,"Ticker
GIS   -0.017836
dtype: float64","Ticker
GIS    0.204798
dtype: float64"
2021-01-31,PNC,FINANCIALS,0.06274873830982534,"Ticker
PNC    0.158364
dtype: float64","Ticker
PNC    0.287035
dtype: float64"
2021-01-31,DUK,UTILITIES,0.013451735665189975,"Ticker
DUK    0.125995
dtype: float64","Ticker
DUK    0.185594
dtype: float64"
2021-01-31,SO,UTILITIES,0.07226143695198191,"Ticker
SO    0.161561
dtype: float64","Ticker
SO    0.189358
dtype: float64"
2021-01-31,AEP,UTILITIES,0.14433221648118458,"Ticker
AEP    0.106617
dtype: float64","Ticker
AEP    0.199842
dtype: float64"
2021-01-31,WEC,UTILITIES,0.013950469685122693,"Ticker
WEC    0.066018
dtype: float64","Ticker
WEC    0.197577
dtype: float64"
2021-01-31,NEM,MATERIALS,0.0045979310793987675,"Ticker
NEM    0.03605
dtype: float64","Ticker
NEM    0.345062
dtype: float64"
2021-02-28,CDNS,TECH,0.010183303525905055,"Ticker
CDNS    0.262662
dtype: float64","Ticker
CDNS    0.356003
dtype: float64"
2021-02-28,KEYS,TECH,0.0003860805727879368,"Ticker
KEYS    0.097949
dtype: float64","Ticker
KEYS    0.30031
dtype: float64"
2021-02-28,NTNX,TECH,0.0035643309389534936,"Ticker
NTNX    0.26669
dtype: float64","Ticker
NTNX    0.503963
dtype: float64"
2021-02-28,NBIX,PHARMA,0.04684859465020121,"Ticker
NBIX    0.026498
dtype: float64","Ticker
NBIX    0.352501
dtype: float64"
2021-02-28,VRTX,PHARMA,0.013777230976793084,"Ticker
VRTX    0.075121
dtype: float64","Ticker
VRTX    0.301151
dtype: float64"
2021-02-28,CTRA,ENERGY,0.03953894342991747,"Ticker
CTRA    0.090614
dtype: float64","Ticker
CTRA    0.352706
dtype: float64"
2021-02-28,TDG,DEFENSE,0.0390087037910214,"Ticker
TDG    0.262196
dtype: float64","Ticker
TDG    0.287537
dtype: float64"
2021-02-28,BWXT,DEFENSE,0.008427355488466973,"Ticker
BWXT    0.260323
dtype: float64","Ticker
BWXT    0.294112
dtype: float64"
2021-02-28,AXON,DEFENSE,0.011518061224418842,"Ticker
AXON    0.570636
dtype: float64","Ticker
AXON    0.465215
dtype: float64"
2021-02-28,ROK,INDUSTRIALS,0.009676664925503013,"Ticker
ROK    0.097973
dtype: float64","Ticker
ROK    0.311489
dtype: float64"
2021-02-28,XYL,INDUSTRIALS,0.009040568860393554,"Ticker
XYL    0.135729
dtype: float64","Ticker
XYL    0.26118
dtype: float64"
2021-02-28,DKS,CONSUMER_DISCRETIONARY,0.017921533709327173,"Ticker
DKS    0.418027
dtype: float64","Ticker
DKS    0.445978
dtype: float64"
2021-02-28,RH,CONSUMER_DISCRETIONARY,0.024112184384333078,"Ticker
RH   -0.057877
dtype: float64","Ticker
RH    0.599531
dtype: float64"
2021-02-28,SKX,CONSUMER_DISCRETIONARY,0.006557476397329344,"Ticker
SKX    0.163586
dtype: float64","Ticker
SKX    0.398741
dtype: float64"
2021-02-28,TPR,CONSUMER_DISCRETIONARY,0.021741805247296853,"Ticker
TPR    0.484475
dtype: float64","Ticker
TPR    0.412307
dtype: float64"
2021-02-28,HRL,CONSUMER_STAPLES,0.036904492630550116,"Ticker
HRL   -0.09012
dtype: float64","Ticker
HRL    0.222784
dtype: float64"
2021-02-28,CHD,CONSUMER_STAPLES,0.1256949320849121,"Ticker
CHD    0.004708
dtype: float64","Ticker
CHD    0.200844
dtype: float64"
2021-02-28,CLX,CONSUMER_STAPLES,0.10325509628425507,"Ticker
CLX   -0.089311
dtype: float64","Ticker
CLX    0.254725
dtype: float64"
2021-02-28,KMB,CONSUMER_STAPLES,0.14873912802088546,"Ticker
KMB    0.000848
dtype: float64","Ticker
KMB    0.18668
dtype: float64"
2021-02-28,GIS,CONSUMER_STAPLES,0.01536199523744954,"Ticker
GIS   -0.017836
dtype: float64","Ticker
GIS    0.204798
dtype: float64"
2021-02-28,PNC,FINANCIALS,0.07172278193783792,"Ticker
PNC    0.158364
dtype: float64","Ticker
PNC    0.287035
dtype: float64"
2021-02-28,DUK,UTILITIES,0.014707494491949165,"Ticker
DUK    0.125995
dtype: float64","Ticker
DUK    0.185594
dtype: float64"
2021-02-28,SO,UTILITIES,0.1039006525320827,"Ticker
SO    0.161561
dtype: float64","Ticker
SO    0.189358
dtype: float64"
2021-02-28,AEP,UTILITIES,0.07919380113015868,"Ticker
AEP    0.106617
dtype: float64","Ticker
AEP    0.199842
dtype: float64"
2021-02-28,WEC,UTILITIES,0.03821678752727076,"Ticker
WEC    0.066018
dtype: float64","Ticker
WEC    0.197577
dtype: float64"
2021-03-31,CDNS,TECH,0.03365912308167579,"Ticker
CDNS    0.262662
dtype: float64","Ticker
CDNS    0.356003
dtype: float64"
2021-03-31,KEYS,TECH,0.011599120188170012,"Ticker
KEYS    0.097949
dtype: float64","Ticker
KEYS    0.30031
dtype: float64"
